SizeRank,StateName,Avg_House_Price,year,month,import_of_goods,export_of_goods,gdp_of_goods,Real_PerCap,house_ownership,PPI_Lumber_of_goods,CPI_of_goods,NASDAQ_Index,Fed_Interest_Rate,PPI_ALL_Index,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,Adults 65+,MORTGAGE,population
10.0,NJ,375032.0,2008,3.0,10533.4,2905.2,578686.9,53849.0,67.3,162.1,213.448,2254.818,2.61,187.9,0.252,0.085,0.11,0.311,0.113,0.129,5.97,8711090
35.0,NM,197802.0,2008,3.0,132.5,274.9,87745.8,39593.0,70.4,162.1,213.448,2254.818,2.61,187.9,0.271,0.097,0.116,0.27,0.115,0.132,5.97,2010662
34.0,NV,280271.0,2008,3.0,481.6,565.0,155910.3,42848.0,63.6,162.1,213.448,2254.818,2.61,187.9,0.27,0.085,0.128,0.288,0.113,0.115,5.97,2653630
2.0,NY,288472.0,2008,3.0,11100.6,7364.5,1338711.4,48246.0,55.0,162.1,213.448,2254.818,2.61,187.9,0.243,0.095,0.116,0.299,0.116,0.131,5.97,19212436
6.0,OH,129516.0,2008,3.0,5148.0,3747.3,588461.0,44451.0,70.8,162.1,213.448,2254.818,2.61,187.9,0.254,0.087,0.114,0.292,0.119,0.134,5.97,11515391
27.0,OK,104689.0,2008,3.0,635.7,419.3,154733.5,49104.0,70.4,162.1,213.448,2254.818,2.61,187.9,0.268,0.095,0.12,0.27,0.115,0.133,5.97,3668976
26.0,OR,282823.0,2008,3.0,1354.8,1623.9,185597.6,42239.0,66.2,162.1,213.448,2254.818,2.61,187.9,0.243,0.09,0.124,0.285,0.126,0.132,5.97,3768748
5.0,PA,177166.0,2008,3.0,6543.4,2980.3,660225.1,46902.0,72.6,162.1,213.448,2254.818,2.61,187.9,0.238,0.086,0.105,0.299,0.123,0.149,5.97,12612285
42.0,RI,296368.0,2008,3.0,478.0,148.4,55482.9,44835.0,64.5,162.1,213.448,2254.818,2.61,187.9,0.231,0.098,0.107,0.307,0.119,0.139,5.97,1055003
23.0,SC,166883.0,2008,3.0,2551.8,1739.6,194226.9,40425.0,73.9,162.1,213.448,2254.818,2.61,187.9,0.256,0.089,0.111,0.286,0.125,0.133,5.97,4528996
16.0,TN,144828.0,2008,3.0,4306.4,1997.4,300121.1,42800.0,71.7,162.1,213.448,2254.818,2.61,187.9,0.251,0.086,0.119,0.294,0.121,0.129,5.97,6247411
1.0,TX,142136.0,2008,3.0,21972.9,15647.4,1284436.7,46111.0,65.5,162.1,213.448,2254.818,2.61,187.9,0.296,0.097,0.128,0.281,0.099,0.1,5.97,24309039
33.0,UT,256764.0,2008,3.0,428.5,966.3,133257.1,39101.0,76.2,162.1,213.448,2254.818,2.61,187.9,0.329,0.123,0.141,0.235,0.083,0.089,5.97,2663029
11.0,VA,273941.0,2008,3.0,1684.1,1613.3,459850.5,49384.0,70.6,162.1,213.448,2254.818,2.61,187.9,0.255,0.089,0.114,0.302,0.118,0.122,5.97,7833496
48.0,VT,238080.0,2008,3.0,325.1,324.6,30222.3,45363.0,72.8,162.1,213.448,2254.818,2.61,187.9,0.222,0.084,0.102,0.319,0.135,0.139,5.97,624151
12.0,WA,316108.0,2008,3.0,4062.6,6514.7,399801.0,47357.0,66.2,162.1,213.448,2254.818,2.61,187.9,0.252,0.087,0.123,0.298,0.121,0.119,5.97,6562231
19.0,WI,173390.0,2008,3.0,1677.1,1835.3,288584.9,46757.0,70.4,162.1,213.448,2254.818,2.61,187.9,0.248,0.092,0.113,0.299,0.118,0.13,5.97,5640996
36.0,WV,94089.0,2008,3.0,298.6,424.5,69550.0,40351.0,77.8,162.1,213.448,2254.818,2.61,187.9,0.222,0.084,0.112,0.291,0.138,0.153,5.97,1840310
50.0,WY,205159.0,2008,3.0,362.8,77.2,40474.9,58234.0,73.3,162.1,213.448,2254.818,2.61,187.9,0.262,0.094,0.116,0.284,0.122,0.123,5.97,546043
46.0,AK,263636.0,2008,4.0,118.4,222.9,47477.7,51624.0,66.4,162.8,213.942,2368.099545454545,2.28,190.9,0.282,0.113,0.122,0.289,0.12,0.074,5.9175,687455
22.0,AL,130015.0,2008,4.0,1568.6,1173.5,203521.2,42242.0,73.0,162.8,213.942,2368.099545454545,2.28,190.9,0.258,0.095,0.113,0.282,0.118,0.135,5.9175,4718206
31.0,AR,110168.0,2008,4.0,540.9,554.5,115149.0,40983.0,68.9,162.8,213.942,2368.099545454545,2.28,190.9,0.263,0.09,0.114,0.276,0.117,0.141,5.9175,2874554
15.0,AZ,229413.0,2008,4.0,1469.1,1723.5,306771.7,38967.0,69.1,162.8,213.942,2368.099545454545,2.28,190.9,0.279,0.09,0.126,0.266,0.105,0.134,5.9175,6280362
0.0,CA,434567.0,2008,4.0,30021.1,12418.5,2224915.6,43801.0,57.5,162.8,213.942,2368.099545454545,2.28,190.9,0.272,0.101,0.126,0.288,0.102,0.112,5.9175,36604337
21.0,CO,243617.0,2008,4.0,847.8,698.9,283761.3,46677.0,69.0,162.8,213.942,2368.099545454545,2.28,190.9,0.259,0.093,0.132,0.3,0.113,0.103,5.9175,4889730
28.0,CT,304868.0,2008,4.0,2031.0,1263.5,285823.5,61514.0,70.7,162.8,213.942,2368.099545454545,2.28,190.9,0.249,0.082,0.102,0.314,0.119,0.134,5.9175,3545579
49.0,DC,450958.0,2008,4.0,106.5,86.7,116091.2,60529.0,44.1,162.8,213.942,2368.099545454545,2.28,190.9,0.209,0.111,0.161,0.285,0.115,0.118,5.9175,580236
44.0,DE,270481.0,2008,4.0,1133.9,498.1,66347.6,45923.0,76.2,162.8,213.942,2368.099545454545,2.28,190.9,0.257,0.09,0.109,0.288,0.121,0.136,5.9175,883874
3.0,FL,225318.0,2008,4.0,4857.8,4439.4,905576.0,43264.0,71.1,162.8,213.942,2368.099545454545,2.28,190.9,0.233,0.085,0.108,0.281,0.119,0.174,5.9175,18527305
8.0,GA,169043.0,2008,4.0,4822.3,2410.3,488654.1,42027.0,68.2,162.8,213.942,2368.099545454545,2.28,190.9,0.281,0.091,0.124,0.298,0.106,0.101,5.9175,9504843
39.0,HI,527704.0,2008,4.0,429.3,33.5,77990.4,42839.0,59.1,162.8,213.942,2368.099545454545,2.28,190.9,0.241,0.096,0.109,0.283,0.12,0.152,5.9175,1332213
29.0,IA,124565.0,2008,4.0,808.8,1088.9,162965.8,49431.0,74.0,162.8,213.942,2368.099545454545,2.28,190.9,0.251,0.097,0.108,0.285,0.118,0.142,5.9175,3016734
38.0,ID,204707.0,2008,4.0,368.6,392.2,64527.5,38633.0,75.0,162.8,213.942,2368.099545454545,2.28,190.9,0.289,0.096,0.121,0.267,0.112,0.115,5.9175,1534320
4.0,IL,223157.0,2008,4.0,10378.0,4556.8,767475.2,48415.0,68.9,162.8,213.942,2368.099545454545,2.28,190.9,0.264,0.095,0.123,0.291,0.108,0.12,5.9175,12747038
14.0,IN,121957.0,2008,4.0,2410.0,2319.6,328587.2,43045.0,74.4,162.8,213.942,2368.099545454545,2.28,190.9,0.264,0.086,0.12,0.291,0.114,0.125,5.9175,6424806
32.0,KS,123001.0,2008,4.0,931.5,1138.3,149440.6,51282.0,68.8,162.8,213.942,2368.099545454545,2.28,190.9,0.265,0.097,0.117,0.28,0.112,0.128,5.9175,2808076
25.0,KY,116937.0,2008,4.0,2573.0,1668.9,190012.5,41032.0,72.8,162.8,213.942,2368.099545454545,2.28,190.9,0.251,0.084,0.119,0.297,0.12,0.129,5.9175,4289878
24.0,LA,152551.0,2008,4.0,7033.7,3665.6,236561.9,47048.0,73.5,162.8,213.942,2368.099545454545,2.28,190.9,0.269,0.101,0.115,0.28,0.116,0.12,5.9175,4435586
13.0,MA,347208.0,2008,4.0,2548.9,2521.3,453733.0,54461.0,65.7,162.8,213.942,2368.099545454545,2.28,190.9,0.238,0.091,0.116,0.309,0.118,0.129,5.9175,6468967
18.0,MD,338897.0,2008,4.0,1610.8,920.5,340914.2,50561.0,70.6,162.8,213.942,2368.099545454545,2.28,190.9,0.254,0.091,0.113,0.305,0.116,0.121,5.9175,5684965
40.0,ME,211738.0,2008,4.0,396.6,240.3,60469.0,42076.0,73.9,162.8,213.942,2368.099545454545,2.28,190.9,0.223,0.075,0.1,0.317,0.136,0.151,5.9175,1330509
7.0,MI,135821.0,2008,4.0,8419.9,3963.0,463418.3,41948.0,75.9,162.8,213.942,2368.099545454545,2.28,190.9,0.257,0.09,0.111,0.296,0.119,0.128,5.9175,9946889
20.0,MN,212138.0,2008,4.0,2822.3,1576.2,310758.7,49860.0,73.1,162.8,213.942,2368.099545454545,2.28,190.9,0.255,0.093,0.118,0.301,0.114,0.119,5.9175,5247018
17.0,MO,139720.0,2008,4.0,1206.9,1006.5,300985.0,47099.0,71.4,162.8,213.942,2368.099545454545,2.28,190.9,0.255,0.093,0.117,0.287,0.117,0.133,5.9175,5923916
30.0,MS,115704.0,2008,4.0,1168.2,492.0,111201.9,39184.0,75.4,162.8,213.942,2368.099545454545,2.28,190.9,0.281,0.095,0.112,0.277,0.112,0.123,5.9175,2947806
43.0,MT,215364.0,2008,4.0,535.7,141.9,42253.9,42420.0,70.3,162.8,213.942,2368.099545454545,2.28,190.9,0.256,0.095,0.106,0.279,0.127,0.137,5.9175,976415
9.0,NC,173881.0,2008,4.0,4135.3,2089.9,498917.5,45877.0,69.4,162.8,213.942,2368.099545454545,2.28,190.9,0.261,0.085,0.119,0.295,0.117,0.123,5.9175,9309449
47.0,ND,166659.0,2008,4.0,308.3,264.0,34821.3,53507.0,66.6,162.8,213.942,2368.099545454545,2.28,190.9,0.235,0.12,0.115,0.265,0.128,0.137,5.9175,657569
37.0,NE,126291.0,2008,4.0,271.6,569.0,101892.3,50465.0,69.6,162.8,213.942,2368.099545454545,2.28,190.9,0.272,0.092,0.118,0.278,0.111,0.128,5.9175,1796378
41.0,NH,251376.0,2008,4.0,1112.7,310.7,71916.7,48279.0,75.0,162.8,213.942,2368.099545454545,2.28,190.9,0.237,0.08,0.106,0.324,0.129,0.124,5.9175,1315906
10.0,NJ,371941.0,2008,4.0,11816.6,3440.0,579775.9,53849.0,67.3,162.8,213.942,2368.099545454545,2.28,190.9,0.252,0.085,0.11,0.311,0.113,0.129,5.9175,8711090
35.0,NM,197229.0,2008,4.0,153.9,227.4,88034.5,39593.0,70.4,162.8,213.942,2368.099545454545,2.28,190.9,0.271,0.097,0.116,0.27,0.115,0.132,5.9175,2010662
34.0,NV,272699.0,2008,4.0,475.1,475.4,153816.1,42848.0,63.6,162.8,213.942,2368.099545454545,2.28,190.9,0.27,0.085,0.128,0.288,0.113,0.115,5.9175,2653630
2.0,NY,287775.0,2008,4.0,10761.8,6877.5,1329041.3,48246.0,55.0,162.8,213.942,2368.099545454545,2.28,190.9,0.243,0.095,0.116,0.299,0.116,0.131,5.9175,19212436
6.0,OH,129092.0,2008,4.0,4869.3,3833.3,591534.7,44451.0,70.8,162.8,213.942,2368.099545454545,2.28,190.9,0.254,0.087,0.114,0.292,0.119,0.134,5.9175,11515391
27.0,OK,104744.0,2008,4.0,692.7,455.1,158073.6,49104.0,70.4,162.8,213.942,2368.099545454545,2.28,190.9,0.268,0.095,0.12,0.27,0.115,0.133,5.9175,3668976
26.0,OR,281145.0,2008,4.0,1391.9,1700.5,186645.5,42239.0,66.2,162.8,213.942,2368.099545454545,2.28,190.9,0.243,0.09,0.124,0.285,0.126,0.132,5.9175,3768748
5.0,PA,176835.0,2008,4.0,7056.2,2854.1,675129.3,46902.0,72.6,162.8,213.942,2368.099545454545,2.28,190.9,0.238,0.086,0.105,0.299,0.123,0.149,5.9175,12612285
42.0,RI,293630.0,2008,4.0,636.7,164.3,55244.8,44835.0,64.5,162.8,213.942,2368.099545454545,2.28,190.9,0.231,0.098,0.107,0.307,0.119,0.139,5.9175,1055003
23.0,SC,166429.0,2008,4.0,2857.9,1551.7,195497.7,40425.0,73.9,162.8,213.942,2368.099545454545,2.28,190.9,0.256,0.089,0.111,0.286,0.125,0.133,5.9175,4528996
16.0,TN,144559.0,2008,4.0,4477.8,1845.3,301710.8,42800.0,71.7,162.8,213.942,2368.099545454545,2.28,190.9,0.251,0.086,0.119,0.294,0.121,0.129,5.9175,6247411
1.0,TX,141788.0,2008,4.0,24900.5,15977.6,1281165.1,46111.0,65.5,162.8,213.942,2368.099545454545,2.28,190.9,0.296,0.097,0.128,0.281,0.099,0.1,5.9175,24309039
33.0,UT,255002.0,2008,4.0,634.3,907.6,135279.8,39101.0,76.2,162.8,213.942,2368.099545454545,2.28,190.9,0.329,0.123,0.141,0.235,0.083,0.089,5.9175,2663029
11.0,VA,271119.0,2008,4.0,1947.8,1557.8,464445.2,49384.0,70.6,162.8,213.942,2368.099545454545,2.28,190.9,0.255,0.089,0.114,0.302,0.118,0.122,5.9175,7833496
48.0,VT,237207.0,2008,4.0,328.1,287.9,30322.1,45363.0,72.8,162.8,213.942,2368.099545454545,2.28,190.9,0.222,0.084,0.102,0.319,0.135,0.139,5.9175,624151
12.0,WA,313786.0,2008,4.0,4297.7,5758.5,403326.3,47357.0,66.2,162.8,213.942,2368.099545454545,2.28,190.9,0.252,0.087,0.123,0.298,0.121,0.119,5.9175,6562231
19.0,WI,172280.0,2008,4.0,1817.1,1742.3,289724.5,46757.0,70.4,162.8,213.942,2368.099545454545,2.28,190.9,0.248,0.092,0.113,0.299,0.118,0.13,5.9175,5640996
36.0,WV,94108.0,2008,4.0,314.4,409.0,70434.7,40351.0,77.8,162.8,213.942,2368.099545454545,2.28,190.9,0.222,0.084,0.112,0.291,0.138,0.153,5.9175,1840310
50.0,WY,205121.0,2008,4.0,343.8,79.3,40524.7,58234.0,73.3,162.8,213.942,2368.099545454545,2.28,190.9,0.262,0.094,0.116,0.284,0.122,0.123,5.9175,546043
46.0,AK,263959.0,2008,5.0,74.6,179.3,47477.7,51624.0,66.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.282,0.113,0.122,0.289,0.12,0.074,6.036,687455
22.0,AL,129893.0,2008,5.0,1496.5,1546.7,203521.2,42242.0,73.0,169.1,215.208,2483.2409523809524,1.98,196.6,0.258,0.095,0.113,0.282,0.118,0.135,6.036,4718206
31.0,AR,110039.0,2008,5.0,397.2,406.3,115149.0,40983.0,68.9,169.1,215.208,2483.2409523809524,1.98,196.6,0.263,0.09,0.114,0.276,0.117,0.141,6.036,2874554
15.0,AZ,225235.0,2008,5.0,1339.6,1630.4,306771.7,38967.0,69.1,169.1,215.208,2483.2409523809524,1.98,196.6,0.279,0.09,0.126,0.266,0.105,0.134,6.036,6280362
0.0,CA,423413.0,2008,5.0,30191.9,12698.1,2224915.6,43801.0,57.5,169.1,215.208,2483.2409523809524,1.98,196.6,0.272,0.101,0.126,0.288,0.102,0.112,6.036,36604337
21.0,CO,242507.0,2008,5.0,849.4,621.8,283761.3,46677.0,69.0,169.1,215.208,2483.2409523809524,1.98,196.6,0.259,0.093,0.132,0.3,0.113,0.103,6.036,4889730
28.0,CT,303098.0,2008,5.0,1966.0,1248.7,285823.5,61514.0,70.7,169.1,215.208,2483.2409523809524,1.98,196.6,0.249,0.082,0.102,0.314,0.119,0.134,6.036,3545579
49.0,DC,448863.0,2008,5.0,100.1,61.8,116091.2,60529.0,44.1,169.1,215.208,2483.2409523809524,1.98,196.6,0.209,0.111,0.161,0.285,0.115,0.118,6.036,580236
44.0,DE,269386.0,2008,5.0,1268.6,382.9,66347.6,45923.0,76.2,169.1,215.208,2483.2409523809524,1.98,196.6,0.257,0.09,0.109,0.288,0.121,0.136,6.036,883874
3.0,FL,220774.0,2008,5.0,5095.4,4939.8,905576.0,43264.0,71.1,169.1,215.208,2483.2409523809524,1.98,196.6,0.233,0.085,0.108,0.281,0.119,0.174,6.036,18527305
8.0,GA,168215.0,2008,5.0,5026.7,2386.3,488654.1,42027.0,68.2,169.1,215.208,2483.2409523809524,1.98,196.6,0.281,0.091,0.124,0.298,0.106,0.101,6.036,9504843
39.0,HI,528854.0,2008,5.0,500.9,43.8,77990.4,42839.0,59.1,169.1,215.208,2483.2409523809524,1.98,196.6,0.241,0.096,0.109,0.283,0.12,0.152,6.036,1332213
29.0,IA,124433.0,2008,5.0,751.9,1048.5,162965.8,49431.0,74.0,169.1,215.208,2483.2409523809524,1.98,196.6,0.251,0.097,0.108,0.285,0.118,0.142,6.036,3016734
38.0,ID,202977.0,2008,5.0,365.7,449.1,64527.5,38633.0,75.0,169.1,215.208,2483.2409523809524,1.98,196.6,0.289,0.096,0.121,0.267,0.112,0.115,6.036,1534320
4.0,IL,222500.0,2008,5.0,10131.9,4816.3,767475.2,48415.0,68.9,169.1,215.208,2483.2409523809524,1.98,196.6,0.264,0.095,0.123,0.291,0.108,0.12,6.036,12747038
14.0,IN,121768.0,2008,5.0,2352.6,2517.9,328587.2,43045.0,74.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.264,0.086,0.12,0.291,0.114,0.125,6.036,6424806
32.0,KS,123014.0,2008,5.0,938.7,1042.3,149440.6,51282.0,68.8,169.1,215.208,2483.2409523809524,1.98,196.6,0.265,0.097,0.117,0.28,0.112,0.128,6.036,2808076
25.0,KY,116772.0,2008,5.0,2235.2,1561.5,190012.5,41032.0,72.8,169.1,215.208,2483.2409523809524,1.98,196.6,0.251,0.084,0.119,0.297,0.12,0.129,6.036,4289878
24.0,LA,152486.0,2008,5.0,7424.5,2915.9,236561.9,47048.0,73.5,169.1,215.208,2483.2409523809524,1.98,196.6,0.269,0.101,0.115,0.28,0.116,0.12,6.036,4435586
13.0,MA,344988.0,2008,5.0,2744.2,2438.0,453733.0,54461.0,65.7,169.1,215.208,2483.2409523809524,1.98,196.6,0.238,0.091,0.116,0.309,0.118,0.129,6.036,6468967
18.0,MD,334906.0,2008,5.0,1606.3,998.5,340914.2,50561.0,70.6,169.1,215.208,2483.2409523809524,1.98,196.6,0.254,0.091,0.113,0.305,0.116,0.121,6.036,5684965
40.0,ME,210759.0,2008,5.0,458.5,227.1,60469.0,42076.0,73.9,169.1,215.208,2483.2409523809524,1.98,196.6,0.223,0.075,0.1,0.317,0.136,0.151,6.036,1330509
7.0,MI,134111.0,2008,5.0,7674.7,4007.4,463418.3,41948.0,75.9,169.1,215.208,2483.2409523809524,1.98,196.6,0.257,0.09,0.111,0.296,0.119,0.128,6.036,9946889
20.0,MN,210506.0,2008,5.0,2795.4,1670.2,310758.7,49860.0,73.1,169.1,215.208,2483.2409523809524,1.98,196.6,0.255,0.093,0.118,0.301,0.114,0.119,6.036,5247018
17.0,MO,139277.0,2008,5.0,1207.4,1095.8,300985.0,47099.0,71.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.255,0.093,0.117,0.287,0.117,0.133,6.036,5923916
30.0,MS,115106.0,2008,5.0,1310.2,566.9,111201.9,39184.0,75.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.281,0.095,0.112,0.277,0.112,0.123,6.036,2947806
43.0,MT,215101.0,2008,5.0,561.5,114.4,42253.9,42420.0,70.3,169.1,215.208,2483.2409523809524,1.98,196.6,0.256,0.095,0.106,0.279,0.127,0.137,6.036,976415
9.0,NC,173648.0,2008,5.0,4139.0,2398.0,498917.5,45877.0,69.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.261,0.085,0.119,0.295,0.117,0.123,6.036,9309449
47.0,ND,166834.0,2008,5.0,317.5,276.1,34821.3,53507.0,66.6,169.1,215.208,2483.2409523809524,1.98,196.6,0.235,0.12,0.115,0.265,0.128,0.137,6.036,657569
37.0,NE,125923.0,2008,5.0,263.9,504.9,101892.3,50465.0,69.6,169.1,215.208,2483.2409523809524,1.98,196.6,0.272,0.092,0.118,0.278,0.111,0.128,6.036,1796378
41.0,NH,249226.0,2008,5.0,1106.4,284.3,71916.7,48279.0,75.0,169.1,215.208,2483.2409523809524,1.98,196.6,0.237,0.08,0.106,0.324,0.129,0.124,6.036,1315906
10.0,NJ,368381.0,2008,5.0,12271.2,2999.2,579775.9,53849.0,67.3,169.1,215.208,2483.2409523809524,1.98,196.6,0.252,0.085,0.11,0.311,0.113,0.129,6.036,8711090
35.0,NM,196566.0,2008,5.0,137.9,247.4,88034.5,39593.0,70.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.271,0.097,0.116,0.27,0.115,0.132,6.036,2010662
34.0,NV,266744.0,2008,5.0,602.2,471.9,153816.1,42848.0,63.6,169.1,215.208,2483.2409523809524,1.98,196.6,0.27,0.085,0.128,0.288,0.113,0.115,6.036,2653630
2.0,NY,286783.0,2008,5.0,11138.0,6893.2,1329041.3,48246.0,55.0,169.1,215.208,2483.2409523809524,1.98,196.6,0.243,0.095,0.116,0.299,0.116,0.131,6.036,19212436
6.0,OH,128695.0,2008,5.0,4868.4,3788.7,591534.7,44451.0,70.8,169.1,215.208,2483.2409523809524,1.98,196.6,0.254,0.087,0.114,0.292,0.119,0.134,6.036,11515391
27.0,OK,104717.0,2008,5.0,600.7,393.8,158073.6,49104.0,70.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.268,0.095,0.12,0.27,0.115,0.133,6.036,3668976
26.0,OR,278744.0,2008,5.0,1383.8,1771.1,186645.5,42239.0,66.2,169.1,215.208,2483.2409523809524,1.98,196.6,0.243,0.09,0.124,0.285,0.126,0.132,6.036,3768748
5.0,PA,176369.0,2008,5.0,7029.6,3167.7,675129.3,46902.0,72.6,169.1,215.208,2483.2409523809524,1.98,196.6,0.238,0.086,0.105,0.299,0.123,0.149,6.036,12612285
42.0,RI,290661.0,2008,5.0,565.1,222.7,55244.8,44835.0,64.5,169.1,215.208,2483.2409523809524,1.98,196.6,0.231,0.098,0.107,0.307,0.119,0.139,6.036,1055003
23.0,SC,166021.0,2008,5.0,2739.4,1763.2,195497.7,40425.0,73.9,169.1,215.208,2483.2409523809524,1.98,196.6,0.256,0.089,0.111,0.286,0.125,0.133,6.036,4528996
16.0,TN,144339.0,2008,5.0,4361.5,1959.9,301710.8,42800.0,71.7,169.1,215.208,2483.2409523809524,1.98,196.6,0.251,0.086,0.119,0.294,0.121,0.129,6.036,6247411
1.0,TX,141399.0,2008,5.0,25770.4,16772.2,1281165.1,46111.0,65.5,169.1,215.208,2483.2409523809524,1.98,196.6,0.296,0.097,0.128,0.281,0.099,0.1,6.036,24309039
33.0,UT,253129.0,2008,5.0,458.8,866.7,135279.8,39101.0,76.2,169.1,215.208,2483.2409523809524,1.98,196.6,0.329,0.123,0.141,0.235,0.083,0.089,6.036,2663029
11.0,VA,268350.0,2008,5.0,2091.9,1630.6,464445.2,49384.0,70.6,169.1,215.208,2483.2409523809524,1.98,196.6,0.255,0.089,0.114,0.302,0.118,0.122,6.036,7833496
48.0,VT,236620.0,2008,5.0,308.6,304.5,30322.1,45363.0,72.8,169.1,215.208,2483.2409523809524,1.98,196.6,0.222,0.084,0.102,0.319,0.135,0.139,6.036,624151
12.0,WA,310878.0,2008,5.0,4062.5,7114.7,403326.3,47357.0,66.2,169.1,215.208,2483.2409523809524,1.98,196.6,0.252,0.087,0.123,0.298,0.121,0.119,6.036,6562231
19.0,WI,171500.0,2008,5.0,1759.2,1768.0,289724.5,46757.0,70.4,169.1,215.208,2483.2409523809524,1.98,196.6,0.248,0.092,0.113,0.299,0.118,0.13,6.036,5640996
36.0,WV,94084.0,2008,5.0,267.5,571.4,70434.7,40351.0,77.8,169.1,215.208,2483.2409523809524,1.98,196.6,0.222,0.084,0.112,0.291,0.138,0.153,6.036,1840310
50.0,WY,204704.0,2008,5.0,323.8,81.3,40524.7,58234.0,73.3,169.1,215.208,2483.2409523809524,1.98,196.6,0.262,0.094,0.116,0.284,0.122,0.123,6.036,546043
46.0,AK,264027.0,2008,6.0,149.2,154.1,47477.7,51624.0,66.4,170.4,217.463,2427.4542857142856,2.0,200.5,0.282,0.113,0.122,0.289,0.12,0.074,6.32,687455
22.0,AL,129871.0,2008,6.0,1451.1,1347.8,203521.2,42242.0,73.0,170.4,217.463,2427.4542857142856,2.0,200.5,0.258,0.095,0.113,0.282,0.118,0.135,6.32,4718206
31.0,AR,109788.0,2008,6.0,470.2,560.9,115149.0,40983.0,68.9,170.4,217.463,2427.4542857142856,2.0,200.5,0.263,0.09,0.114,0.276,0.117,0.141,6.32,2874554
15.0,AZ,220703.0,2008,6.0,1273.9,1572.0,306771.7,38967.0,69.1,170.4,217.463,2427.4542857142856,2.0,200.5,0.279,0.09,0.126,0.266,0.105,0.134,6.32,6280362
0.0,CA,413157.0,2008,6.0,30860.0,13289.3,2224915.6,43801.0,57.5,170.4,217.463,2427.4542857142856,2.0,200.5,0.272,0.101,0.126,0.288,0.102,0.112,6.32,36604337
21.0,CO,241530.0,2008,6.0,815.6,654.4,283761.3,46677.0,69.0,170.4,217.463,2427.4542857142856,2.0,200.5,0.259,0.093,0.132,0.3,0.113,0.103,6.32,4889730
28.0,CT,301645.0,2008,6.0,2057.6,1391.4,285823.5,61514.0,70.7,170.4,217.463,2427.4542857142856,2.0,200.5,0.249,0.082,0.102,0.314,0.119,0.134,6.32,3545579
49.0,DC,446639.0,2008,6.0,79.0,68.9,116091.2,60529.0,44.1,170.4,217.463,2427.4542857142856,2.0,200.5,0.209,0.111,0.161,0.285,0.115,0.118,6.32,580236
44.0,DE,267265.0,2008,6.0,1318.9,396.9,66347.6,45923.0,76.2,170.4,217.463,2427.4542857142856,2.0,200.5,0.257,0.09,0.109,0.288,0.121,0.136,6.32,883874
3.0,FL,216597.0,2008,6.0,5135.4,4749.6,905576.0,43264.0,71.1,170.4,217.463,2427.4542857142856,2.0,200.5,0.233,0.085,0.108,0.281,0.119,0.174,6.32,18527305
8.0,GA,167314.0,2008,6.0,4674.8,2443.8,488654.1,42027.0,68.2,170.4,217.463,2427.4542857142856,2.0,200.5,0.281,0.091,0.124,0.298,0.106,0.101,6.32,9504843
39.0,HI,528449.0,2008,6.0,717.5,57.7,77990.4,42839.0,59.1,170.4,217.463,2427.4542857142856,2.0,200.5,0.241,0.096,0.109,0.283,0.12,0.152,6.32,1332213
29.0,IA,124351.0,2008,6.0,739.9,986.0,162965.8,49431.0,74.0,170.4,217.463,2427.4542857142856,2.0,200.5,0.251,0.097,0.108,0.285,0.118,0.142,6.32,3016734
38.0,ID,201337.0,2008,6.0,322.4,445.8,64527.5,38633.0,75.0,170.4,217.463,2427.4542857142856,2.0,200.5,0.289,0.096,0.121,0.267,0.112,0.115,6.32,1534320
4.0,IL,219807.0,2008,6.0,10214.5,4474.2,767475.2,48415.0,68.9,170.4,217.463,2427.4542857142856,2.0,200.5,0.264,0.095,0.123,0.291,0.108,0.12,6.32,12747038
14.0,IN,121574.0,2008,6.0,2577.9,2371.8,328587.2,43045.0,74.4,170.4,217.463,2427.4542857142856,2.0,200.5,0.264,0.086,0.12,0.291,0.114,0.125,6.32,6424806
32.0,KS,123011.0,2008,6.0,937.1,1301.1,149440.6,51282.0,68.8,170.4,217.463,2427.4542857142856,2.0,200.5,0.265,0.097,0.117,0.28,0.112,0.128,6.32,2808076
25.0,KY,116618.0,2008,6.0,2282.2,1676.7,190012.5,41032.0,72.8,170.4,217.463,2427.4542857142856,2.0,200.5,0.251,0.084,0.119,0.297,0.12,0.129,6.32,4289878
24.0,LA,152421.0,2008,6.0,7752.3,3925.2,236561.9,47048.0,73.5,170.4,217.463,2427.4542857142856,2.0,200.5,0.269,0.101,0.115,0.28,0.116,0.12,6.32,4435586
13.0,MA,342970.0,2008,6.0,2864.2,2398.1,453733.0,54461.0,65.7,170.4,217.463,2427.4542857142856,2.0,200.5,0.238,0.091,0.116,0.309,0.118,0.129,6.32,6468967
18.0,MD,330406.0,2008,6.0,1617.2,1022.1,340914.2,50561.0,70.6,170.4,217.463,2427.4542857142856,2.0,200.5,0.254,0.091,0.113,0.305,0.116,0.121,6.32,5684965
